name1,name2,discovery date,uniport1,uniport2,id1,id2
YBX1,CANX,"datetime(2015, 2, 6, 0, 0)",P67809,P27824,106757,106091
MNDA,PPP1CC,"datetime(2015, 2, 9, 0, 0)",P41218,P36873,100095,103075
CCT8,JAK3,"datetime(2015, 4, 7, 0, 0)",P50990,P52333,115295,101659
PYHIN1,ZNF711,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,Q9Y462,100916,105095
IRAK1,CCT8,"datetime(2015, 4, 7, 0, 0)",P51617,P50990,110648,115295
MNDA,NOP58,"datetime(2015, 2, 9, 0, 0)",P41218,Q9Y2X3,100095,101923
SOX2,CASP8,"datetime(2015, 3, 27, 0, 0)",P48431,Q14790,106509,100527
AATK,SLC25A11,"datetime(2015, 4, 7, 0, 0)",Q6ZMQ8,Q02978,112373,115672
HMGN1,CHEK2,"datetime(2015, 3, 27, 0, 0)",P05114,O96017,106978,108135
ESR2,SLC25A5,"datetime(2015, 6, 1, 0, 0)",Q92731,P05141,100229,103281
AURKA,WIF1,"datetime(2015, 3, 27, 0, 0)",O14965,Q9Y5W5,105171,111616
MNDA,NOL6,"datetime(2015, 2, 9, 0, 0)",P41218,Q9H6R4,100095,108488
MAST3,TRIM28,"datetime(2015, 4, 7, 0, 0)",O60307,Q13263,107245,112089
CSNK2A1,DCAF7,"datetime(2015, 4, 7, 0, 0)",P68400,P61962,110721,106581
IFI16,COPA,"datetime(2015, 2, 9, 0, 0)",Q16666,P53621,102038,114472
RRAGA,ATP6V1A,"datetime(2015, 3, 26, 0, 0)",Q7L523,P38606,114661,104396
IL24,CHEK2,"datetime(2015, 3, 27, 0, 0)",Q13007,O96017,108551,108135
IFI16,SAFB2,"datetime(2015, 2, 9, 0, 0)",Q16666,Q14151,102038,105642
BEX1,PTEN,"datetime(2015, 3, 27, 0, 0)",Q9HBH7,P60484,107635,107347
ESR2,EEF1G,"datetime(2015, 6, 1, 0, 0)",Q92731,P26641,100229,104211
PTPN1,DIRAS3,"datetime(2015, 3, 27, 0, 0)",P18031,O95661,109850,105935
MNDA,SDC1,"datetime(2015, 2, 9, 0, 0)",P41218,P18827,100095,114072
IFI16,GLTSCR2,"datetime(2015, 2, 9, 0, 0)",Q16666,Q9NZM5,102038,100186
FGFR4,GLCE,"datetime(2015, 3, 27, 0, 0)",P22455,O94923,109324,112206
ESR2,LYZ,"datetime(2015, 6, 1, 0, 0)",Q92731,P61626,100229,115857
CCT2,JAK3,"datetime(2015, 4, 7, 0, 0)",P78371,P52333,106704,101659
HOXC6,PTPRJ,"datetime(2015, 3, 27, 0, 0)",P09630,Q12913,107652,113804
ST14,TGFB1,"datetime(2015, 3, 27, 0, 0)",Q9Y5Y6,P01137,103630,102253
CDK2AP1,GATAD2B,"datetime(2015, 5, 1, 0, 0)",O14519,Q8WXI9,103697,107129
FBXW11,AEBP2,"datetime(2015, 1, 1, 0, 0)",Q9UKB1,Q6ZN18,111849,105516
MNDA,RBM28,"datetime(2015, 2, 9, 0, 0)",P41218,Q9NW13,100095,114810
KLK7,PTPN1,"datetime(2015, 3, 27, 0, 0)",P49862,P18031,103129,109850
NBN,SUMO3,"datetime(2015, 2, 1, 0, 0)",O60934,P55854,102935,109663
YBX1,,"datetime(2015, 2, 6, 0, 0)",P67809,B4DW97,106757,115572
PYHIN1,USP7,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,Q93009,100916,110519
IFI16,DNAJC9,"datetime(2015, 2, 9, 0, 0)",Q16666,Q8WXX5,102038,105201
AIM2,DDX50,"datetime(2015, 2, 9, 0, 0)",O14862,Q9BQ39,112084,114920
ESR2,TUBB3,"datetime(2015, 6, 1, 0, 0)",Q92731,Q13509,100229,109747
IFI16,CAPRIN1,"datetime(2015, 2, 9, 0, 0)",Q16666,Q14444,102038,113309
SLC38A9,RRAGC,"datetime(2015, 3, 26, 0, 0)",Q8NBW4,Q9HB90,107436,111654
ARAF,DDX5,"datetime(2015, 4, 7, 0, 0)",P10398,P17844,105149,106274
YBX1,PTCD1,"datetime(2015, 2, 6, 0, 0)",P67809,O75127,106757,116156
IFI16,NUFIP2,"datetime(2015, 2, 9, 0, 0)",Q16666,Q7Z417,102038,114378
KLK5,IGF1R,"datetime(2015, 3, 27, 0, 0)",Q9Y337,P08069,115783,104790
SLC38A1,ADGRL2,"datetime(2015, 3, 26, 0, 0)",Q9H2H9,O95490,112297,103321
YBX1,HNRNPF,"datetime(2015, 2, 6, 0, 0)",P67809,P52597,106757,107011
IFI16,LLPH,"datetime(2015, 2, 9, 0, 0)",Q16666,Q9BRT6,102038,103283
YBX1,H1FX,"datetime(2015, 2, 6, 0, 0)",P67809,Q92522,106757,100107
ABL1,RPL37,"datetime(2015, 4, 7, 0, 0)",P00519,P61927,104641,102947
WT1,THRSP,"datetime(2015, 3, 27, 0, 0)",P19544,Q92748,106931,113122
MNDA,NHP2,"datetime(2015, 2, 9, 0, 0)",P41218,Q9NX24,100095,104718
SIRT2,RAD51,"datetime(2015, 3, 27, 0, 0)",Q8IXJ6,Q06609,113598,108507
IFI16,ATXN10,"datetime(2015, 2, 9, 0, 0)",Q16666,Q9UBB4,102038,105257
CCT3,MAPK8,"datetime(2015, 4, 7, 0, 0)",P49368,P45983,101876,111093
STK11,D2HGDH,"datetime(2015, 3, 27, 0, 0)",Q15831,Q8N465,102452,104187
VHL,PDCD5,"datetime(2015, 2, 5, 0, 0)",P40337,O14737,112703,113619
STK11,CALM1; CALM2; CALM3,"datetime(2015, 3, 27, 0, 0)",Q15831,P62158,102452,102031
LAMTOR3,RPTOR,"datetime(2015, 3, 26, 0, 0)",Q9UHA4,Q8N122,103786,113565
AIM2,NUP153,"datetime(2015, 2, 9, 0, 0)",O14862,P49790,112084,108514
YBX1,PGK1,"datetime(2015, 2, 6, 0, 0)",P67809,P00558,106757,107856
TNFSF13,PIK3CA,"datetime(2015, 3, 27, 0, 0)",O75888,P42336,110546,106131
IFI16,WDR36,"datetime(2015, 2, 9, 0, 0)",Q16666,Q8NI36,102038,101349
MTA3,TSG101,"datetime(2015, 3, 27, 0, 0)",Q9BTC8,Q99816,106413,115385
TRIM45,TRIM45,"datetime(2015, 3, 5, 0, 0)",Q9H8W5,Q9H8W5,111121,111121
9-Sep,STK11,"datetime(2015, 3, 27, 0, 0)",Q9UHD8,Q15831,108724,102452
AIM2,POT1,"datetime(2015, 2, 9, 0, 0)",O14862,Q9NUX5,112084,116342
AIM2,SAMD1,"datetime(2015, 2, 9, 0, 0)",O14862,Q6SPF0,112084,101906
ATP6AP1,ERBB2,"datetime(2015, 3, 27, 0, 0)",Q15904,P04626,114128,110434
ESR1,SERPINB5,"datetime(2015, 3, 27, 0, 0)",P03372,P36952,102503,110022
CCT2,TYK2,"datetime(2015, 4, 7, 0, 0)",P78371,P29597,106704,101260
JAK2,KPNB1,"datetime(2015, 4, 7, 0, 0)",O60674,Q14974,103401,110318
AIM2,BANF1,"datetime(2015, 2, 9, 0, 0)",O14862,O75531,112084,111427
BLK,HSP90B1,"datetime(2015, 4, 7, 0, 0)",P51451,P14625,115130,104999
ST14,PHB,"datetime(2015, 3, 27, 0, 0)",Q9Y5Y6,P35232,103630,115933
ARG2,STK11,"datetime(2015, 3, 27, 0, 0)",P78540,Q15831,106547,102452
GLCE,ERBB2,"datetime(2015, 3, 27, 0, 0)",O94923,P04626,112206,110434
ESR2,PSMC1,"datetime(2015, 6, 1, 0, 0)",Q92731,P62191,100229,102642
IFI16,MPHOSPH10,"datetime(2015, 2, 9, 0, 0)",Q16666,O00566,102038,109368
AIM2,ADAR,"datetime(2015, 2, 9, 0, 0)",O14862,P55265,112084,102966
MNDA,NO66,"datetime(2015, 2, 9, 0, 0)",P41218,Q9H6W3,100095,112128
IFI16,NOC3L,"datetime(2015, 2, 9, 0, 0)",Q16666,Q8WTT2,102038,115866
PRSS50,HRAS,"datetime(2015, 3, 27, 0, 0)",Q9UI38,P01112,113136,110859
PTPN1,CASC3,"datetime(2015, 3, 27, 0, 0)",P18031,O15234,109850,115785
SQSTM1,EPAS1,"datetime(2015, 5, 7, 0, 0)",Q13501,Q99814,109751,115384
CASC3,CASP8,"datetime(2015, 3, 27, 0, 0)",O15234,Q14790,115785,100527
LAMTOR3,ATP6V0D1,"datetime(2015, 3, 26, 0, 0)",Q9UHA4,P61421,103786,114795
MNDA,NKRF,"datetime(2015, 2, 9, 0, 0)",P41218,O15226,100095,103461
KLK9,ESR2,"datetime(2015, 3, 27, 0, 0)",Q9UKQ9,Q92731,105870,100229
IFI16,EIF3C,"datetime(2015, 2, 9, 0, 0)",Q16666,Q99613,102038,105609
ESR2,DLAT,"datetime(2015, 6, 1, 0, 0)",Q92731,P10515,100229,107637
ESR2,TMF1,"datetime(2015, 6, 1, 0, 0)",Q92731,P82094,100229,106017
BCAS3,PHB,"datetime(2015, 3, 27, 0, 0)",Q9H6U6,P35232,104854,115933
NEIL3,TWIST1,"datetime(2015, 1, 1, 0, 0)",Q8TAT5,Q15672,107184,105495
SIK2,TRIM28,"datetime(2015, 4, 7, 0, 0)",Q9H0K1,Q13263,112695,112089
CDK16,PKM,"datetime(2015, 4, 7, 0, 0)",Q00536,P14618,100023,102392
IFI16,SARS2,"datetime(2015, 2, 9, 0, 0)",Q16666,Q9NP81,102038,103299
DAPK1,TWF1,"datetime(2015, 4, 7, 0, 0)",P53355,Q12792,114750,102635
IFI16,NOP2,"datetime(2015, 2, 9, 0, 0)",Q16666,P46087,102038,103019
BCL2L10,CASP8,"datetime(2015, 3, 27, 0, 0)",Q9HD36,Q14790,108803,100527
MNDA,EXOSC10,"datetime(2015, 2, 9, 0, 0)",P41218,Q01780,100095,101669
DENND4C,FBXW11,"datetime(2015, 1, 1, 0, 0)",Q5VZ89,Q9UKB1,107684,111849
SP1,ZBTB2,"datetime(2015, 2, 18, 0, 0)",P08047,Q8N680,112778,112534
BRMS1,BEX2,"datetime(2015, 3, 27, 0, 0)",Q9HCU9,Q9BXY8,100868,107789
AURKA,NAT2,"datetime(2015, 3, 27, 0, 0)",O14965,P11245,105171,116160
YBX1,UPF1,"datetime(2015, 2, 6, 0, 0)",P67809,Q92900,106757,105734
ESR2,GORASP1,"datetime(2015, 6, 1, 0, 0)",Q92731,Q9BQQ3,100229,111605
BRMS1,DIRAS3,"datetime(2015, 3, 27, 0, 0)",Q9HCU9,O95661,100868,105935
ESR2,LARS,"datetime(2015, 6, 1, 0, 0)",Q92731,Q9P2J5,100229,105578
E2F1,CDC27,"datetime(2015, 1, 1, 0, 0)",Q01094,P30260,105610,109903
IFI16,WDR46,"datetime(2015, 2, 9, 0, 0)",Q16666,O15213,102038,107818
LSP1,SNAI1,"datetime(2015, 3, 27, 0, 0)",P33241,O95863,105228,107734
IRAK1,IMMT,"datetime(2015, 4, 7, 0, 0)",P51617,Q16891,110648,100430
PYHIN1,DAXX,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,Q9UER7,100916,103331
MNDA,NGDN,"datetime(2015, 2, 9, 0, 0)",P41218,Q8NEJ9,100095,105875
TSG101,PRSS50,"datetime(2015, 3, 27, 0, 0)",Q99816,Q9UI38,115385,113136
VAPA,FBXW11,"datetime(2015, 1, 1, 0, 0)",Q9P0L0,Q9UKB1,100219,111849
JAK3,CCT3,"datetime(2015, 4, 7, 0, 0)",P52333,P49368,101659,101876
IFI16,HIST1H1E,"datetime(2015, 2, 9, 0, 0)",Q16666,P10412,102038,109223
PYHIN1,U2AF1,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,Q01081,100916,101303
YBX1,MATR3,"datetime(2015, 2, 6, 0, 0)",P67809,P43243,106757,103744
NAT2,WT1,"datetime(2015, 3, 27, 0, 0)",P11245,P19544,116160,106931
LYPD3,PPM1D,"datetime(2015, 3, 27, 0, 0)",O95274,O15297,114237,108980
NAT2,PALB2,"datetime(2015, 3, 27, 0, 0)",P11245,Q86YC2,116160,113168
AIM2,LIG3,"datetime(2015, 2, 9, 0, 0)",O14862,P49916,112084,105839
ESR2,DCD,"datetime(2015, 6, 1, 0, 0)",Q92731,P81605,100229,114199
RAPGEF2,FLNC,"datetime(2015, 1, 1, 0, 0)",Q9Y4G8,Q14315,112514,107043
PXK,HNRNPA0,"datetime(2015, 4, 7, 0, 0)",Q7Z7A4,Q13151,105185,103175
ESR2,SEC16A,"datetime(2015, 6, 1, 0, 0)",Q92731,O15027,100229,107911
CYP17A1,STK11,"datetime(2015, 3, 27, 0, 0)",P05093,Q15831,107457,102452
YBX1,FXR2,"datetime(2015, 2, 6, 0, 0)",P67809,P51116,106757,108518
YBX1,,"datetime(2015, 2, 6, 0, 0)",P67809,A8K6V7,106757,101520
ESR2,KRT34,"datetime(2015, 6, 1, 0, 0)",Q92731,O76011,100229,106100
RHOBTB2,BAG4,"datetime(2015, 3, 27, 0, 0)",Q9BYZ6,O95429,107229,110877
APBB1,SART3,"datetime(2015, 4, 1, 0, 0)",O00213,Q15020,112891,100779
BCAR3,DKK3,"datetime(2015, 3, 27, 0, 0)",O75815,Q9UBP4,111502,115578
PXK,ALYREF,"datetime(2015, 4, 7, 0, 0)",Q7Z7A4,Q86V81,105185,109128
SLC38A1,ATP5F1,"datetime(2015, 3, 26, 0, 0)",Q9H2H9,P24539,112297,115780
ESR1,KATNAL2,"datetime(2015, 6, 1, 0, 0)",P03372,Q8IYT4,102503,102555
FBXW7,BCAS3,"datetime(2015, 3, 27, 0, 0)",Q969H0,Q9H6U6,104634,104854
CDH1,CCL5,"datetime(2015, 3, 27, 0, 0)",P12830,P13501,107212,103529
MAST3,CSNK2A1,"datetime(2015, 4, 7, 0, 0)",O60307,P68400,107245,110721
EPSTI1,NOTCH2,"datetime(2015, 3, 27, 0, 0)",Q96J88,Q04721,110334,106892
MNDA,MOV10,"datetime(2015, 2, 9, 0, 0)",P41218,Q9HCE1,100095,115103
DKK3,APC,"datetime(2015, 3, 27, 0, 0)",Q9UBP4,P25054,115578,115867
ERBB2,TTC9B,"datetime(2015, 3, 27, 0, 0)",P04626,Q8N6N2,110434,104930
ESR2,PSMD13,"datetime(2015, 6, 1, 0, 0)",Q92731,Q9UNM6,100229,115746
PYHIN1,H2AFY2,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,Q9P0M6,100916,104471
MAST3,MRPS31,"datetime(2015, 4, 7, 0, 0)",O60307,Q92665,107245,108529
ESR2,HSPG2,"datetime(2015, 6, 1, 0, 0)",Q92731,P98160,100229,103198
GREB1,SMAD4,"datetime(2015, 3, 27, 0, 0)",Q4ZG55,Q13485,101092,101994
YBX1,DNAJC9,"datetime(2015, 2, 6, 0, 0)",P67809,Q8WXX5,106757,105201
STK11,H2AFX,"datetime(2015, 4, 7, 0, 0)",Q15831,P16104,102452,113889
CSNK2A1,NOLC1,"datetime(2015, 4, 7, 0, 0)",P68400,Q14978,110721,110311
ANAPC5,TFDP1,"datetime(2015, 1, 1, 0, 0)",Q9UJX4,Q14186,101041,103372
MNDA,COPA,"datetime(2015, 2, 9, 0, 0)",P41218,P53621,100095,114472
IFI16,HSPA4L,"datetime(2015, 2, 9, 0, 0)",Q16666,O95757,102038,108634
AGR3,BCAR3,"datetime(2015, 3, 27, 0, 0)",Q8TD06,O75815,106589,111502
SLC38A1,ERLIN2,"datetime(2015, 3, 26, 0, 0)",Q9H2H9,O94905,112297,104198
SLC38A1,ATP5H,"datetime(2015, 3, 26, 0, 0)",Q9H2H9,O75947,112297,102111
DAPK1,TPM3,"datetime(2015, 4, 7, 0, 0)",P53355,P06753,114750,105691
CACHD1,FBXW11,"datetime(2015, 1, 1, 0, 0)",Q5VU97,Q9UKB1,115059,111849
ARAF,BAG2,"datetime(2015, 4, 7, 0, 0)",P10398,O95816,105149,115498
WWTR1,HIF1A,"datetime(2015, 1, 15, 0, 0)",Q9GZV5,Q16665,109443,102040
ESR2,KRTAP3-2,"datetime(2015, 6, 1, 0, 0)",Q92731,Q9BYR7,100229,106076
MNDA,EIF3A,"datetime(2015, 2, 9, 0, 0)",P41218,Q14152,100095,105640
TP53BP2,ITCH,"datetime(2015, 1, 2, 0, 0)",Q13625,Q96J02,107580,109215
YBX1,EIF4A2,"datetime(2015, 2, 6, 0, 0)",P67809,E7EQG2,106757,108424
PSMC3IP,XRCC3,"datetime(2015, 3, 27, 0, 0)",Q9P2W1,O43542,113935,103225
ANKRD54,BLK,"datetime(2015, 4, 7, 0, 0)",Q6NXT1,P51451,112047,115130
CDK2AP1,CDK2AP1,"datetime(2015, 5, 1, 0, 0)",O14519,O14519,103697,103697
AIFM1,ARAF,"datetime(2015, 4, 7, 0, 0)",O95831,P10398,107475,105149
GREB1,HRAS,"datetime(2015, 3, 27, 0, 0)",Q4ZG55,P01112,101092,110859
MT-ND4,ATM,"datetime(2015, 3, 27, 0, 0)",P03905,Q13315,109520,115411
AIM2,ALDH3A2,"datetime(2015, 2, 9, 0, 0)",O14862,P51648,112084,105829
EML5,FBXW11,"datetime(2015, 1, 1, 0, 0)",Q05BV3,Q9UKB1,113966,111849
YBX1,,"datetime(2015, 2, 6, 0, 0)",P67809,B4DDX2,106757,101492
AIM2,JUN,"datetime(2015, 2, 9, 0, 0)",O14862,P05412,112084,100991
IFI16,RCC2,"datetime(2015, 2, 9, 0, 0)",Q16666,Q9P258,102038,100611
IFI16,SAFB,"datetime(2015, 2, 9, 0, 0)",Q16666,Q15424,102038,105937
LAMTOR5,RRAGD,"datetime(2015, 3, 26, 0, 0)",O43504,Q9NQL2,106149,109230
MNDA,NOP10,"datetime(2015, 2, 9, 0, 0)",P41218,Q9NPE3,100095,116584
EPSTI1,PTPRJ,"datetime(2015, 3, 27, 0, 0)",Q96J88,Q12913,110334,113804
KRAS,UQCRC1,"datetime(2015, 3, 27, 0, 0)",P01116,P31930,110861,113776
SMAD4,THRSP,"datetime(2015, 3, 27, 0, 0)",Q13485,Q92748,101994,113122
MNDA,RPF1,"datetime(2015, 2, 9, 0, 0)",P41218,Q9H9Y2,100095,114558
YBX1,NAT10,"datetime(2015, 2, 6, 0, 0)",P67809,Q05CW7,106757,100501
BUB1B,SKIV2L2,"datetime(2015, 4, 7, 0, 0)",O60566,P42285,115999,107709
AIM2,EMD,"datetime(2015, 2, 9, 0, 0)",O14862,P50402,112084,108819
ERRFI1,RB1CC1,"datetime(2015, 3, 27, 0, 0)",Q9UJM3,Q8TDY2,102953,108235
PTK6,CCT3,"datetime(2015, 4, 7, 0, 0)",Q13882,P49368,113487,101876
PYHIN1,SUPT5H,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,O00267,100916,108659
ESR2,RUVBL2,"datetime(2015, 6, 1, 0, 0)",Q92731,Q9Y230,100229,107631
AIM2,STRBP,"datetime(2015, 2, 9, 0, 0)",O14862,Q96SI9,112084,105867
SLC38A1,HLA-C,"datetime(2015, 3, 26, 0, 0)",Q9H2H9,Q07000,112297,107926
YBX1,RFC1,"datetime(2015, 2, 6, 0, 0)",P67809,P35251,106757,108531
FES,DSP,"datetime(2015, 4, 7, 0, 0)",P07332,P15924,109049,101411
IL13RA2,RB1CC1,"datetime(2015, 3, 27, 0, 0)",Q14627,Q8TDY2,101987,108235
PALB2,RHOBTB2,"datetime(2015, 3, 27, 0, 0)",Q86YC2,Q9BYZ6,113168,107229
ESR2,OCRL,"datetime(2015, 6, 1, 0, 0)",Q92731,Q01968,100229,108501
MNDA,RPP30,"datetime(2015, 2, 9, 0, 0)",P41218,P78346,100095,110355
SNAI1,PALB2,"datetime(2015, 3, 27, 0, 0)",O95863,Q86YC2,107734,113168
AIM2,MECP2,"datetime(2015, 2, 9, 0, 0)",O14862,P51608,112084,106361
SLC38A1,RABL3,"datetime(2015, 3, 26, 0, 0)",Q9H2H9,Q5HYI8,112297,107854
PYHIN1,PARP2,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,Q9UGN5,100916,105994
CST6,RAD51,"datetime(2015, 3, 27, 0, 0)",Q15828,Q06609,105539,108507
SLC38A1,POMGNT1,"datetime(2015, 3, 26, 0, 0)",Q9H2H9,Q8WZA1,112297,104405
ESR2,SUPT6H,"datetime(2015, 6, 1, 0, 0)",Q92731,Q7KZ85,100229,116247
ERRFI1,ATM,"datetime(2015, 3, 27, 0, 0)",Q9UJM3,Q13315,102953,115411
YBX1,HADHA,"datetime(2015, 2, 6, 0, 0)",P67809,P40939,106757,102321
CDC20,TFDP1,"datetime(2015, 1, 1, 0, 0)",Q12834,Q14186,104128,103372
IFI16,TSR1,"datetime(2015, 2, 9, 0, 0)",Q16666,Q2NL82,102038,115265
PYHIN1,COL18A1,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,P39060,100916,100635
SCGB3A1,AURKA,"datetime(2015, 3, 27, 0, 0)",Q96QR1,O14965,112925,105171
NOTCH2,MTA3,"datetime(2015, 3, 27, 0, 0)",Q04721,Q9BTC8,106892,106413
TGFB1,WHSC1L1,"datetime(2015, 3, 27, 0, 0)",P01137,Q9BZ95,102253,113903
SLC38A1,USMG5,"datetime(2015, 3, 26, 0, 0)",Q9H2H9,Q96IX5,112297,102675
TSSK6,CCT3,"datetime(2015, 4, 7, 0, 0)",Q9BXA6,P49368,104185,101876
STK11,PLD3,"datetime(2015, 3, 27, 0, 0)",Q15831,Q8IV08,102452,113876
YBX1,RPRC1,"datetime(2015, 2, 6, 0, 0)",P67809,D3DPS3,106757,114608
BLK,ATP5I,"datetime(2015, 4, 7, 0, 0)",P51451,P56385,115130,112327
BRMS1,LYPD3,"datetime(2015, 3, 27, 0, 0)",Q9HCU9,O95274,100868,114237
ABL1,DDX5,"datetime(2015, 4, 7, 0, 0)",P00519,P17844,104641,106274
ARAF,PPP6C,"datetime(2015, 4, 7, 0, 0)",P10398,O00743,105149,103436
IFI16,TRIP12,"datetime(2015, 2, 9, 0, 0)",Q16666,Q14669,102038,102623
TSSK6,CCT2,"datetime(2015, 4, 7, 0, 0)",Q9BXA6,P78371,104185,106704
YBX1,,"datetime(2015, 2, 6, 0, 0)",P67809,A8K9U6,106757,109194
UMPS,RB1CC1,"datetime(2015, 3, 27, 0, 0)",P11172,Q8TDY2,113199,108235
PRSS50,ESR2,"datetime(2015, 3, 27, 0, 0)",Q9UI38,Q92731,113136,100229
IL13RA2,IGF1R,"datetime(2015, 3, 27, 0, 0)",Q14627,P08069,101987,104790
ESR1,KRT79,"datetime(2015, 6, 1, 0, 0)",P03372,Q5XKE5,102503,111835
DAPK1,EEF2,"datetime(2015, 4, 7, 0, 0)",P53355,P13639,114750,104771
IFI16,SKIV2L2,"datetime(2015, 2, 9, 0, 0)",Q16666,P42285,102038,107709
ESR2,SMARCAD1,"datetime(2015, 6, 1, 0, 0)",Q92731,Q9H4L7,100229,107876
RAD51,WHSC1L1,"datetime(2015, 3, 27, 0, 0)",Q06609,Q9BZ95,108507,113903
AIM2,TMPO,"datetime(2015, 2, 9, 0, 0)",O14862,P42167,112084,110749
IFI16,CHD4,"datetime(2015, 2, 9, 0, 0)",Q16666,Q14839,102038,108804
UBE4B,ESR1,"datetime(2015, 3, 27, 0, 0)",O95155,P03372,107293,102503
IKBKB,DHCR24,"datetime(2015, 4, 7, 0, 0)",O14920,Q15392,104565,112049
ERBB2,POLD2,"datetime(2015, 3, 27, 0, 0)",P04626,P49005,110434,107959
STK11,STK24,"datetime(2015, 3, 27, 0, 0)",Q15831,Q9Y6E0,102452,108402
ESR1,COPG2,"datetime(2015, 6, 1, 0, 0)",P03372,Q9UBF2,102503,105822
AKT1,SRR,"datetime(2015, 3, 27, 0, 0)",P31749,Q9GZT4,112440,101435
PYHIN1,AGRN,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,O00468,100916,114444
DNAJA2,ARAF,"datetime(2015, 4, 7, 0, 0)",O60884,P10398,113946,105149
DNAJA1,RAF1,"datetime(2015, 4, 7, 0, 0)",P31689,P04049,101661,103651
IFI16,RBM28,"datetime(2015, 2, 9, 0, 0)",Q16666,Q9NW13,102038,114810
IRAK1,SLC25A13,"datetime(2015, 4, 7, 0, 0)",P51617,Q9UJS0,110648,104087
USP29,CLSPN,"datetime(2015, 2, 19, 0, 0)",Q9HBJ7,Q9HAW4,116242,113298
YBX1,LARP4B,"datetime(2015, 2, 6, 0, 0)",P67809,Q92615,106757,106541
EPSTI1,FGFR4,"datetime(2015, 3, 27, 0, 0)",Q96J88,P22455,110334,109324
ESR2,DSP,"datetime(2015, 6, 1, 0, 0)",Q92731,P15924,100229,101411
MBD3,CHD5,"datetime(2015, 5, 1, 0, 0)",O95983,Q8TDI0,110696,113519
PYHIN1,HIRA,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,P54198,100916,112996
RELA,ECSIT,"datetime(2015, 1, 1, 0, 0)",Q04206,Q9BQ95,116233,105803
PXK,YBX3,"datetime(2015, 4, 7, 0, 0)",Q7Z7A4,P16989,105185,102259
AIM2,CTCF,"datetime(2015, 2, 9, 0, 0)",O14862,P49711,112084,109641
BUB1B,ZFC3H1,"datetime(2015, 4, 7, 0, 0)",O60566,O60293,115999,114317
IFI16,PABPC4,"datetime(2015, 2, 9, 0, 0)",Q16666,Q13310,102038,115410
BEX2,AURKA,"datetime(2015, 3, 27, 0, 0)",Q9BXY8,O14965,107789,105171
THEMIS,MID1IP1,"datetime(2015, 2, 3, 0, 0)",Q8N1K5,Q9NPA3,100101,115969
MNDA,RCN2,"datetime(2015, 2, 9, 0, 0)",P41218,Q14257,100095,112339
VPS45,PTPN1,"datetime(2015, 3, 27, 0, 0)",Q9NRW7,P18031,112933,109850
AKT1,PSMC5,"datetime(2015, 3, 27, 0, 0)",P31749,P62195,112440,102644
CCL5,KRAS,"datetime(2015, 3, 27, 0, 0)",P13501,P01116,103529,110861
SLC38A1,HLA-B,"datetime(2015, 3, 26, 0, 0)",Q9H2H9,Q31612,112297,106123
MNDA,MRTO4,"datetime(2015, 2, 9, 0, 0)",P41218,Q9UKD2,100095,103307
MNDA,PPAN,"datetime(2015, 2, 9, 0, 0)",P41218,Q9NQ55,100095,108669
TNK1,ILF3,"datetime(2015, 4, 7, 0, 0)",Q13470,Q12906,105784,101497
ESR2,POLDIP2,"datetime(2015, 6, 1, 0, 0)",Q92731,Q9Y2S7,100229,105084
SLC38A9,LAMTOR3,"datetime(2015, 3, 26, 0, 0)",Q8NBW4,Q9UHA4,107436,103786
LYPD3,IGF1R,"datetime(2015, 3, 27, 0, 0)",O95274,P08069,114237,104790
ABL1,RPS21,"datetime(2015, 4, 7, 0, 0)",P00519,P63220,104641,108947
PYHIN1,HMBOX1,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,Q6NT76,100916,100270
BLK,ATP5A1,"datetime(2015, 4, 7, 0, 0)",P51451,P25705,115130,101717
SIK2,SHROOM3,"datetime(2015, 4, 7, 0, 0)",Q9H0K1,Q8TF72,112695,111713
ESR2,CCDC6,"datetime(2015, 6, 1, 0, 0)",Q92731,Q16204,100229,107141
SLC36A1,UBB,"datetime(2015, 3, 26, 0, 0)",Q7Z2H8,P0CG47,111472,106139
IFI16,MRTO4,"datetime(2015, 2, 9, 0, 0)",Q16666,Q9UKD2,102038,103307
WHSC1L1,RB1CC1,"datetime(2015, 3, 27, 0, 0)",Q9BZ95,Q8TDY2,113903,108235
MTA3,FGFR2,"datetime(2015, 3, 27, 0, 0)",Q9BTC8,P21802,106413,100913
ESR2,CASZ1,"datetime(2015, 3, 27, 0, 0)",Q92731,Q86V15,100229,105978
PXK,FBL,"datetime(2015, 4, 7, 0, 0)",Q7Z7A4,P22087,105185,110725
AIM2,ADNP,"datetime(2015, 2, 9, 0, 0)",O14862,Q9H2P0,112084,105866
IRAK1,AIFM1,"datetime(2015, 4, 7, 0, 0)",P51617,O95831,110648,107475
AIM2,CACYBP,"datetime(2015, 2, 9, 0, 0)",O14862,Q9HB71,112084,103102
